,Name,Category of registration,Revenue,Nb employees,GUO Name,GUO Revenue,GUO Nb employees,BvD ID,Degree
4504,Adevinta ASA,Companies and groups,1817485.52799225,5746.0,ADEVINTA ASA,1817.0,5746.0,NO921796226,13.0
4505,FAM,Companies and groups,457740.724280477,984.0,WALLENBERG FOUNDATIONS AB,17.0,31.0,SE5567400246,2.0
4506,SINDICATO DE ENFERMERIA SATSE,Trade unions and professional associations,,,SINDICATO DE ENFERMERIA SATSE,,229.0,ESG28584035,1.0
4507,"Light for the World International - Organisation for inclusive development/ Organisation für inklusive Entwicklungszusammenarbeit, abkürzung: Light for the World International","Non-governmental organisations, platforms and networks and similar",,,,,,UG80020003030426,2.0
4508,Deutscher Derivate Verband,Trade and business associations,,5.0,,,,DE6070553678,2.0
4509,Delivery Hero SE,Companies and groups,9197500.70714951,51118.0,DELIVERY HERO SE,9198.0,51118.0,DE2012243267,5.0
4510,OVS,,1736374.46916008,6939.0,OVS S.P.A.,1736.0,6939.0,IT04240010274,2.0
4511,"Federacion Latinoamericana de Ciudades, Municipios y Asociaciones de Gobiernos Locales",Associations and networks of public authorities,,,,,,,1.0
4512,International alliance for the protection of heritage in conflict areas,,,,,,,,1.0
4513,Zeleros Global S.L.,,53.8907422476053,43.0,,,,ESB98871825,2.0
4514,Royal Caribbean Group,Companies and groups,2875.16042590141,3.0,,,,BR09236718000156,7.0
4515,Utiq SA/NV,Companies and groups,,,UTIQ N.V.,,,BE*110354690233,1.0
4516,"European Association of Mining Industries, Metal Ores & Industrial Minerals",Trade and business associations,,5.0,,,,BE0459110403,11.0
4517,Chelgate Limited,Professional consultancies,,8.0,MR TERENCE CHRISTOPHER FANE-SAUNDERS,,,GB02262305,1.0
4518,Vinted,Companies and groups,396795.407280724,,VINTED LIMITED,277.0,849.0,LT302767152,4.0
4519,Trustpilot,Companies and groups,122872.976275831,345.0,TRUSTPILOT GROUP PLC,181.0,920.0,DK30276582,2.0
4520,Euro Coop - European Community of Consumer Co-operatives,Trade and business associations,,,,,,,7.0
4521,European Federation of Investors and Financial Services Users,"Non-governmental organisations, platforms and networks and similar",,7.0,,,,BE0818951402,12.0
4522,Amaury Sport Organisation,,260262.819439595,255.0,MRS LOUISE KUHN - AMAURY MARIE-ODILE,,,FR383160348,1.0
4523,Evoke Incisive Health,Professional consultancies,14642.9095998639,39.0,UDG HEALTHCARE LIMITED,,3.0,GB08433190,1.0
4524,Continental AG,Companies and groups,44228147.6798654,199038.0,CONTINENTAL AG,44228.0,199038.0,DE2190001578,6.0
4525,Ball Beverage Packaging Europe Limited,Companies and groups,2935697.98031287,167.0,BALL CORP,15349.0,21000.0,GB02554348,6.0
4526,The Aspen Strategy Group,"Non-governmental organisations, platforms and networks and similar",,,,,,,3.0
4527,Specialised Nutrition Europe,Trade and business associations,,,,,,BE0828186988,1.0
4528,Swedish Securities Markets Association (Swedish: Föreningen Svensk Värdepappersmarknad),Trade and business associations,,,,,,,1.0
4529,CHAMBRE OFFICIELLE DE COMMERCE D'ESPAGNE EN BELGIQUE ET AU LUXEMBOURG ASBL,Trade and business associations,,,,,,BE0406935487,3.0
4530,France Télévisions,Companies and groups,4129551.10549092,7693.0,GOVERNMENT OF FRANCE,,,FR432766947,9.0
4531,Adamantia Advisory,Companies and groups,,,,,,FR833664774,1.0
4532,Social Services Europe,"Non-governmental organisations, platforms and networks and similar",61.1801466464996,,,,,BE0525767714,5.0
4533,ACT | The App Association,Trade and business associations,45822.1044273803,,,,,KR1701110262452,5.0
4534,Association of European Cancer Leagues,"Non-governmental organisations, platforms and networks and similar",,5.0,,,,BE0867170595,1.0
4535,Association européenne des Fonds de Garantie Voyages,Trade unions and professional associations,,,,,,,3.0
4536,The Club of Rome - EU Chapter,,,,,,,BE0476804785,1.0
4537,Albemarle Europe,Companies and groups,649299.054601035,20.0,ALBEMARLE CORP,7320.0,7400.0,BE0403062021,2.0
4538,Sdružení pro internetový rozvoj,Trade and business associations,,,,,,,1.0
4539,Motorola Solutions Incorporated,Companies and groups,9112000.0,20000.0,"MOTOROLA SOLUTIONS, INC.",9112.0,20000.0,US361115800,1.0
4540,Skeleton Technologies OÜ,Companies and groups,4933.68179167867,98.0,SKELETON TECHNOLOGIES GROUP OÜ,,,EE11711827,5.0
4541,Czepczyński Family Foundation,"Non-governmental organisations, platforms and networks and similar",538.643295139074,,,,,PL383879550,2.0
4542,Clarios Germany GmbH & Co. KG,Companies and groups,1520117.40326393,397.0,CLARIOS PLASTICS GERMANY GMBH,34.0,22.0,DE2190053838,2.0
4543,Netherlands House for Education and Research (Neth-ER),"Non-governmental organisations, platforms and networks and similar",,7.0,,,,BE0883915567,1.0
4544,TikTok Technology Ltd,Companies and groups,202117.39618098,1753.0,MR YIMING ZHANG,,,IE635755,28.0
4545,Motion Picture Association EMEA,Trade and business associations,10900.0,216.0,"MOTION PICTURE LABORATORIES, INC.",11.0,216.0,US165138237L,7.0
4546,Studsvik AB,Companies and groups,78966.5565259457,520.0,STUDSVIK AB,79.0,520.0,SE5565010997,1.0
4547,European Public Affairs Consultancies Association,Trade and business associations,,,,,,BE0884238538,1.0
4548,KDC Conseil SPRL,Professional consultancies,,7.0,,,,BE0848545706,4.0
4549,Western Balkans 6 Chamber Investment Forum,Trade and business associations,,,,,,,2.0
4550,Tremau,Companies and groups,,, ,,,FR903710176,2.0
4551,EU-ASEAN Business Council,Trade and business associations,,,,,,SGT14SS0055C,4.0
4552,Fresenius Global Union Alliance,Trade unions and professional associations,,,,,,,1.0
4553,"Gates Ventures, LLC",,40200.0,140.0,,,,US241977218L,10.0
4554,Salzgitter AG,Companies and groups,13544746.9013929,24569.0,SALZGITTER AG,13545.0,24569.0,DE2030002539,8.0
4555,EUREC- The association of European Renewable Energy Research Centres,Trade and business associations,,,,,,,7.0
4556,American Chamber of Commerce to the European Union,Trade and business associations,,25.0,,,,BE0862178560,52.0
4557,KERING,Companies and groups,21742630.5681467,47227.0,KERING,21743.0,47227.0,FR552075020,3.0
4558,European Federation of Pharmaceutical Industries and Associations,Trade and business associations,,75.0,,,,CHCHE100666694,49.0
4559,"Center for Reproductive Rights, Inc.","Non-governmental organisations, platforms and networks and similar",45000.0,300.0,,,,US127467739L,5.0
4560,HelpAge International,"Non-governmental organisations, platforms and networks and similar",38586.3328781128,331.0,HELPAGE INTERNATIONAL,39.0,331.0,GB01762840,1.0
4561,SOSTE Suomen sosiaali ja terveys ry,"Non-governmental organisations, platforms and networks and similar",106.659948825836,35.0,,,,FI24087390,4.0
4562,PowerUP Fuel Cells OÜ,Companies and groups,741.874340657592,28.0,MR IVAR KRUUSENBERG,,,EE14110442,1.0
4563,Forward Global,,15588.8716532779,23.0,FORWARD GLOBAL HOLDCO,1.0,6.0,FR835004094,9.0
4564,cBrain,,26953.3278397322,152.0,CBRAIN A/S,27.0,152.0,DK24233359,1.0
4565,"Zoom Video Communications, Inc.",Companies and groups,4392960.0,8484.0,"ZOOM VIDEO COMMUNICATIONS, INC.",4393.0,8484.0,US611648780,4.0
4566,European Building Automation and Controls Association,Trade and business associations,,,,,,,3.0
4567,Europtimum Conseil,Professional consultancies,,,,,,FR508973658,2.0
4568,Sixt SE,Companies and groups,3389759.8336339,7509.0,ES ASSET MANAGEMENT AND SERVICES GMBH & CO. KG,,1.0,DE8330059986,1.0
4569,Networks Matter,Professional consultancies,,,,,,BE0733835088,1.0
4570,Sasol,Companies and groups,15297724.040255,29073.0,SASOL LIMITED,15298.0,29073.0,ZA197900323106,1.0
4571,Malaysian Timber Council,Associations and networks of public authorities,,,MALAYSIAN TIMBER COUNCIL,,,MY229752-X,1.0
4572,European Company Lawyers Association,Trade unions and professional associations,,,,,,,1.0
4573,CELSA Group,Companies and groups,1514361.36270046,842.0,BARNA STEEL SA,63.0,229.0,ESB59559351,7.0
4574,Ars Electronica Linz GmbH & Co KG,Think tanks and research institutions,,180.0,STADT LINZ,,,AT9070411416,4.0
4575,ICI Global,Trade and business associations,1000.0,,,,,MXICI101103BIA,9.0
4576,European Association of Regional and Local Authorities for Lifelong Learning,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
4577,Cobalt Institute,Trade and business associations,5254.73140902877,9.0,,,,GB02647768,8.0
4578,European Dyslexia Association,"Non-governmental organisations, platforms and networks and similar",,,,,,BE0432894271,1.0
4579,European Labour Mobility Institute Association,"Non-governmental organisations, platforms and networks and similar",,2.0,,,,BG130933679,2.0
4580,Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V.,Think tanks and research institutions,,,,,,,1.0
4581,Bertelsmann SE & Co. KGaA,Companies and groups,21912219.8867798,164691.0,BERTELSMANN VERWALTUNGSGESELLSCHAFT MBH,,1.0,DE4130000147,3.0
4582,Nickel Institute,Trade and business associations,,,,,,,1.0
4583,Aus Design,,507.327370947227,,,,,KR1101113619975,1.0
4584,Lietuvos ūkininkų sąjunga,Trade and business associations,353.572397360206,2.0,,,,LT190736960,2.0
4585,Polish Air Navigation Services Agency,,,,,,,,1.0
4586,R CUBE NORD,Companies and groups,,,R CUBE NORD,,,FR539618660,3.0
4587,France Industrie,Trade and business associations,2335.19277648318,,,,,FR319493805,13.0
4588,Anna Lindh Foundation,,0.118472181260586,0.0,,,,SE6404121649,3.0
4589,Danscentrum Sverige,"Non-governmental organisations, platforms and networks and similar",,7.0,,,,SE8024140538,1.0
4590,Fridays for Future Germany,,,1.0,MR GEORGE MANUEL STELTER,,,DE2012942423,3.0
4591,Deutsches Zentrum für Luft- und Raumfahrt e.V.,Think tanks and research institutions,,7800.0,DEUTSCHES ZENTRUM FÜR LUFT- UND RAUMFAHRT E.V.,,7800.0,DE5030021537,2.0
4592,International Planned Parenthood Federation European Network,"Non-governmental organisations, platforms and networks and similar",,22.0,,,,BE0840619519,13.0
4593,HERMES INTERNATIONAL,Companies and groups,12426950.6376982,19686.0,H51,,,FR572076396,3.0
4594,AS Graanul Invest,,315063.889436126,,CULLINAN HOLDCO SCSP,,,EE10990825,4.0
4595,BEAM Alliance,Trade and business associations,,,,,,ZA201811243307,4.0
4596,Confédération des Fabricants de Levure de l'Union Européenne,Trade unions and professional associations,,, ,,,FR512998220,1.0
4597,UTEXBEL,Trade and business associations,146655.741208535,897.0,UTEXBEL,147.0,897.0,BE0414196928,2.0
4598,Aquafil SpA,Companies and groups,743531.836262345,2772.0,MR BONAZZI GIULIO,,,IT09652170961,1.0
4599,Essent N.V.,,3248524.20186996,1438.0,E.ON SE,124527.0,71613.0,NL17115973,1.0
4600,Sozialkassen der deutschen Bauwirtschaft,Companies and groups,,,,,,,2.0
4601,Association of in-house competition lawyers,Trade unions and professional associations,,,,,,,1.0
4602,Hochschulrektorenkonferenz,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
4603,IHS Markit,,5194400.0,16000.0,S&P GLOBAL INC.,11181.0,39950.0,BM48610R,3.0
4604,Dante International S.A.,Companies and groups,1544467.44873803,3309.0,NASPERS LIMITED,8413.0,27573.0,RO14399840,2.0
4605,Dansk Skovforening,Trade and business associations,108611.560851395,59.0,DANSK SKOVFORENING,109.0,59.0,DK59198513,1.0
4606,Slovak Crop Protection Association,"Non-governmental organisations, platforms and networks and similar",,,,,,,2.0
4607,Swissgrid AG,Companies and groups,1492011.90620661,685.0,SWISSGRID AG,1492.0,685.0,CHCHE112175457,3.0
4608,Breakthrough Energy Catalyst Foundation,"Non-governmental organisations, platforms and networks and similar",90.0,3.0,,,,US366467522L,33.0
4609,Getty Images (UK) Limited,,98683.468555212,142.0,GETTY IMAGES HOLDINGS INC,926.0,1700.0,GB03728660,1.0
4610,Aon,,12479000.0,50000.0,AON PUBLIC LIMITED COMPANY,12479.0,50000.0,IE604607,3.0
4611,Gilead Sciences,Companies and groups,27281000.0,17000.0,GILEAD SCIENCES INC,27281.0,17000.0,US943047598,2.0
4612,Avast Software s.r.o.,Companies and groups,833569.153189659,,GEN DIGITAL INC.,3338.0,3700.0,CZ02176475,8.0
4613,EUK Consulting,Professional consultancies,1576.44364304125,9.0,,,,BE0862153024,1.0
4614,Federation of Swedish Family Forest Owners,,,,,,,,3.0
4615,ODI Europe,Think tanks and research institutions,,1.0,,,,BE0766908427,5.0
4616,European Federation for Family Employment - Fédération européenne des emplois de la famille,Trade unions and professional associations,,,,,,,5.0
4617,European Medicinal Cannabis Association,Trade and business associations,,,,,,BE0740929649,2.0
4618,Electricity Association of Ireland,Trade and business associations,,3.0,,,,IE443598,1.0
4619,Christian Aid Ireland,,10073.0444352627,157.0,,,,IE426928,2.0
4620,SES S.A.,Companies and groups,2269723.71101379,2298.0,SES SA,2270.0,2298.0,LULB81267,6.0
4621,Xylem Inc.,Companies and groups,5522000.0,17800.0,XYLEM INC.,5522.0,17800.0,US452080495,3.0
4622,European DataWarehouse GmbH,Companies and groups,,20.0,EUROPEAN DATAWAREHOUSE GMBH,,20.0,DE6070620912,1.0
4623,Raiffeisen Bank International AG,Companies and groups,10437742.5920963,44414.0,RAIFFEISEN BANK INTERNATIONAL AG,10487.0,44194.0,ATFEB40494,17.0
4624,Baker McKenzie,Law firms,388077.73018384,718.0,BAKER & MCKENZIE LLP,2670.0,500.0,GBOC311297,5.0
4625,The Global Disinformation Index,"Non-governmental organisations, platforms and networks and similar",,5.0,DISINFORMATION INDEX LTD,,5.0,GB11297397,1.0
4626,Institut für den Donauraum und Mitteleuropa,Think tanks and research institutions,,15.0,,,,AT9110762716,1.0
4627,JPMorgan Chase & Co.,Companies and groups,128304000.0,289073.0,JPMORGAN CHASE & CO,128304.0,289073.0,US132624428,21.0
4628,US Industrial Pellet Association,Trade and business associations,270.0,6.0,,,,US303049973L,4.0
4629,Covington & Burling LLP,Law firms,642000.0,1000.0,COVINGTON & BURLING LLP,642.0,1000.0,US131281707L,6.0
4630,ΕΝΩΣΗ ΘΕΣΜΙΚΩΝ ΕΠΕΝΔΥΤΩΝ - HELLENIC FUND AND ASSET MANAGEMENT ASSOCIATION,Trade and business associations,,,,,,,2.0
4631,MEDREACT,"Non-governmental organisations, platforms and networks and similar",,,,,,,3.0
4632,"Swedish Association of Mines, Mineral and Metal Producers",Trade and business associations,,,,,,,3.0
4633,Vestas Wind Systems A/S,Companies and groups,15450760.1869106,28438.0,VESTAS WIND SYSTEMS A/S,15451.0,28438.0,DK10403782,20.0
4634,Aurubis AG,Companies and groups,18277892.6940331,6913.0,AURUBIS AG,18278.0,6913.0,DE2150006872,11.0
4635,"LNG Allies, The USLNG Association",Trade and business associations,,,,,,,1.0
4636,European Council on Foreign Relations,Think tanks and research institutions,1138.60629320145,17.0,,,,GBML3887641,14.0
4637,Konsorcium nevládních organizací pracujících s migranty v ČR,,4.42067123949528,3.0,,,,CZ26620553,2.0
4638,MVM CEEnergy Zrt.,Companies and groups,15631244.4550428,120.0,MINISTRY OF ENERGY,,,HU12543300,2.0
4639,CAISSE DES DEPOTS,"Other organisations, public or mixed entities",,, ,,,FR483457677,11.0
4640,Neste Oyj,Companies and groups,27475602.8175354,5428.0,NESTE OYJ,27476.0,5428.0,FI18523029,20.0
4641,"Atlantic Council of the United States, Inc",Think tanks and research institutions,,,ATLANTIC COUNCIL OF US,56.0,170.0,US277866707L,13.0
4642,out of the blue,,10600.0,20.0,OUT OF BLUE,11.0,20.0,US131258000L,1.0
4643,Information Technology and Innovation Foundation,Think tanks and research institutions,630.0,3.0,,,,US329277854L,1.0
4644,Lloyd’s Insurance Company SA,Companies and groups,3985241.26132905,,SOCIETY OF LLOYD'S,3894.0,,BE0682594839,1.0
4645,Rundfunkrat des Westdeutschen Rundfunks,"Other organisations, public or mixed entities",,,,,,,2.0
4646,Association of Latvian Organic Agriculture,,,,,,,,2.0
4647,Pesticide Action Network Europe,"Non-governmental organisations, platforms and networks and similar",,7.0,,,,BE0826070905,19.0
4648,Stiftung Digitale Chancen,"Non-governmental organisations, platforms and networks and similar",,,,,,DELEI906122,2.0
4649,Swedish Forest Industries Federation,Trade and business associations,,,,,,BE0771783765,18.0
4650,Allgemeiner Deutscher Automobil-Club e.V.,"Non-governmental organisations, platforms and networks and similar",,2700.0,ALLGEMEINER DEUTSCHER AUTOMOBIL-CLUB E.V. (ADAC),,2700.0,DE8170012639,1.0
4651,Confederation of European Security Services,Trade and business associations,,1.0,,,,BE0665593610,1.0
4652,3M,Companies and groups,34229000.0,92000.0,3M COMPANY,34229.0,92000.0,US410417775,6.0
4653,Together Against Counterfeiting Alliance,,,,,,,,2.0
4654,fritz-kulturgüter gmbh,Companies and groups,100376.299009363,171.0,MR MIRCO WOLF WIEGERT,,,DE2151391974,1.0
4655,ENCORE LAB,,565.325177409625,9.0,,,,ESB26487868,2.0
4656,Democracy & Culture Foundation,"Non-governmental organisations, platforms and networks and similar",,2.0,,,,GB11850248,5.0
4657,EuropaBio,Trade and business associations,,12.0,,,,BE0477520310,9.0
